word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
mengelakkan,0,0,0,0,0,0,0,0,0,0
ke samping,0,0,0,0,0,0,0,0,0,0
pengepungan,0,0,0,0,0,0,0,0,0,0
tidur siang,0,0,0,0,0,0,0,0,0,0
saringan,0,0,0,0,0,0,0,0,0,0
penyaringan,0,0,0,0,0,0,0,0,0,0
mendesah,0,0,0,0,0,0,0,0,0,0
penglihatan,0,0,0,0,0,0,0,0,0,0
tanda,0,0,0,0,0,0,0,0,0,0
sinyal,0,0,0,0,0,0,0,0,0,0
tanda tangan,0,0,0,0,0,0,0,0,0,1
makna,0,0,0,0,0,0,0,0,0,0
penting,0,0,0,0,0,0,0,0,0,0
makna,0,0,0,0,0,0,0,0,0,0
menandakan,0,1,0,0,0,0,0,0,0,0
plang,0,0,0,0,0,0,0,0,0,0
diam,0,0,0,0,0,0,0,0,0,0
diam-diam,0,0,0,0,0,0,0,0,0,0
bayangan hitam,0,0,0,0,0,0,0,0,0,0
sutra,0,0,0,0,0,0,1,0,0,0
halus,0,0,0,0,0,0,0,0,0,0
halus,0,0,0,0,0,0,0,0,0,0
ambang,0,0,0,0,0,0,0,0,0,0
kebodohan,0,0,0,0,0,0,0,0,0,0
konyol,0,0,0,0,1,1,0,0,0,0
lanau,0,0,0,0,0,0,0,0,0,0
perak,0,0,0,0,0,0,0,0,0,0
keperakan,0,0,0,0,0,0,0,0,0,0
serupa,0,0,0,0,0,0,0,0,0,0
kesamaan,0,0,0,0,0,0,0,0,0,0
kiasan,0,0,0,0,0,0,0,0,0,0
membara,1,1,0,0,0,0,0,0,0,0
mendidih,0,1,0,0,0,0,0,0,0,0
sederhana,0,0,0,0,0,0,0,0,0,0
sederhana,0,0,0,0,0,0,0,0,0,0
menyederhanakan,0,1,0,0,1,0,1,0,1,1
secara sederhana,0,0,0,0,0,0,0,0,0,0
simulasikan,0,0,0,0,0,0,0,0,0,0
disimulasikan,0,0,0,0,0,0,0,0,0,0
simulasi,0,0,0,0,0,0,0,0,0,0
simulasi,0,0,0,0,0,0,0,0,0,0
serentak,0,0,0,0,0,0,0,0,0,0
serentak,0,0,0,0,0,0,0,0,0,0
dosa,1,0,1,1,0,1,0,1,0,0
jujur,0,0,0,0,0,0,1,0,0,1
kejujuran,0,0,0,0,0,0,1,0,0,0
penuh dosa,1,0,1,1,0,1,0,1,0,0
menyanyi,0,1,0,0,1,0,1,1,0,1
penyanyi,0,0,0,0,0,0,0,0,0,0
lajang,0,0,0,0,0,0,0,0,0,0
sendiri,0,0,0,0,0,0,1,0,0,0
tunggal,0,0,0,0,0,0,0,0,0,0
keganjilan,0,0,0,0,0,0,0,0,0,0
luar biasa,0,0,0,0,0,0,0,0,1,0
jahat,1,0,1,1,0,1,0,0,0,0
tenggelam,0,0,0,0,0,0,0,0,0,0
pendosa,1,0,1,1,0,1,0,1,0,0
berbuat dosa,0,0,1,0,0,1,0,0,0,0
sinus,0,0,0,0,0,0,0,0,0,0
menyesap,0,0,0,0,0,0,0,0,0,0
menyedot,0,0,0,0,0,0,0,0,0,0
pak,0,0,0,0,0,0,1,0,0,1
bapak,0,0,0,0,0,0,0,0,0,0
sirene,0,0,0,1,0,1,0,0,0,0
banci,0,0,0,0,0,1,0,0,0,0
saudari,0,0,0,0,0,0,0,0,0,0
persaudaraan wanita,1,0,0,0,0,0,1,1,1,1
lokasi,0,0,0,0,0,0,0,0,0,0
sith,0,0,0,0,0,0,0,0,0,0
duduk,0,0,0,0,0,0,0,0,0,0
menempatkan,0,0,0,0,0,0,0,0,0,0
terletak,0,0,0,0,0,0,0,0,0,0
situasi,0,0,0,0,0,0,0,0,0,0
keenam,0,0,0,0,0,0,0,0,0,0
enam puluh,0,0,0,0,0,0,0,0,0,0
ukuran,0,0,0,0,0,0,0,0,0,0
mendesis,1,0,0,0,0,0,0,0,0,0
sepatu roda,0,0,0,0,0,0,0,0,0,0
skating,0,0,0,0,0,0,0,0,0,0
unting,0,0,0,0,0,0,0,0,0,0
kerangka,0,0,0,0,0,0,0,0,0,0
skeptis,0,0,0,0,0,0,0,0,0,0
skeptis,0,0,0,0,0,1,0,0,0,0
keraguan,0,0,0,0,0,0,0,0,0,0
sketsa,0,0,0,0,0,0,0,0,0,0
kurang lengkap,0,0,0,0,0,1,0,0,0,0
miring,1,1,0,0,0,1,0,0,0,0
tusuk sate,0,0,0,0,0,0,0,0,0,0
main ski,0,0,0,0,0,0,0,0,0,0
selip,1,0,0,1,0,1,0,1,0,0
perahu kecil,0,0,0,0,0,0,0,0,0,0
keahlian,0,0,0,0,0,0,0,0,0,0
terampil,0,0,0,0,0,0,1,0,0,0
kuali,0,0,0,0,0,0,0,0,0,0
mahir,0,0,0,0,0,0,1,0,0,1
meluncur,0,0,0,0,0,0,0,0,0,0
kulit,0,0,0,0,0,0,0,0,0,0
kurus,0,0,0,0,0,0,0,0,0,0
melewati,0,0,0,0,0,1,0,0,0,0
juragan,0,0,0,0,0,0,0,0,0,0
pertempuran kecil,1,0,0,0,0,1,0,0,0,0
rok,0,0,0,0,0,0,0,0,0,0
pinggir,0,0,0,0,0,0,0,0,0,0
rok,0,0,0,0,0,0,0,0,0,0
sandiwara,0,0,0,0,0,0,0,0,0,0
tengkorak,0,0,0,0,0,0,0,0,0,0
sigung,0,0,0,0,0,0,0,0,0,0
langit,0,0,0,0,0,0,1,0,0,0
gedung pencakar langit,0,0,0,0,0,0,0,0,0,0
lempeng,0,0,0,0,0,0,0,0,0,0
kendur,0,0,0,0,0,1,0,0,0,0
terak,0,0,0,0,0,1,0,0,0,0
membanting,1,0,0,1,0,1,0,0,1,0
fitnah,1,0,1,0,0,1,0,0,0,0
fitnah,0,0,0,0,0,1,0,0,0,0
slang,0,0,0,0,0,0,0,0,0,0
miring,0,0,0,0,0,0,0,0,0,0
tamparan,1,0,0,0,0,1,0,0,1,0
memotong,1,0,0,0,0,0,0,0,0,0
garis miring,0,0,0,0,0,0,0,0,0,0
batu tulis,0,0,0,0,0,0,1,0,0,0
papan tulis,0,0,0,0,0,0,0,0,0,0
pembantaian,1,0,1,1,0,1,0,1,1,0
rumah jagal,1,0,1,1,0,1,0,1,0,0
menyembelih,1,0,1,1,0,1,0,1,1,0
budak,1,0,0,1,0,1,0,1,0,0
perbudakan,1,0,1,1,0,1,0,1,0,0
membunuh,1,0,0,0,0,1,0,0,0,0
pembunuh,1,0,1,1,0,1,0,1,1,0
kereta luncur,0,0,0,0,0,0,0,0,0,0
licin,0,0,0,0,0,0,1,0,0,0
tidur,0,0,0,0,0,0,0,0,0,0
tidur,0,0,0,0,0,0,0,0,0,0
sedang tidur,0,0,0,0,0,0,0,0,0,0
arik,0,0,0,0,0,0,0,0,0,0
ngantuk,0,0,0,0,0,0,0,0,0,0
hujan es,0,0,0,0,0,1,0,0,0,0
lengan baju,0,0,0,0,0,0,0,0,0,0
tak berlengan,0,0,0,0,0,0,0,0,0,0
kereta luncur,0,0,0,0,0,0,0,0,0,0
kemahiran,0,0,0,0,0,0,0,0,0,0
ramping,0,0,0,0,0,0,1,0,0,0
detektif,0,0,0,0,0,0,0,0,0,0
mengiris,0,0,0,0,0,0,0,0,0,0
licin,0,0,0,0,0,0,0,0,0,0
menggeser,0,0,0,0,0,0,0,0,0,0
geser,0,0,0,0,0,0,0,0,0,0
sedikit,0,0,0,0,0,0,0,0,0,0
agak,0,0,0,0,0,0,0,0,0,0
langsing,0,0,0,0,0,0,1,0,0,0
lendir,0,0,1,0,0,0,0,0,0,0
berlendir,0,0,1,0,0,1,0,0,0,0
pengumban,0,0,0,0,0,0,0,0,0,0
menyelinap,0,0,0,0,0,1,0,0,0,0
tergelincir,0,0,0,0,0,1,0,0,1,0
sandal,0,0,0,0,0,0,0,0,0,0
sandal,0,0,0,0,0,0,0,0,0,0
celah,0,0,0,0,0,0,0,0,0,0
sepotong,0,0,0,0,0,0,0,0,0,0
slogan,0,0,0,0,0,0,0,0,0,0
sekoci,0,0,0,0,0,0,0,0,0,0
air kotor,0,0,1,0,0,1,0,0,0,0
lereng,0,0,0,0,0,0,0,0,0,0
ceroboh,0,0,1,0,0,1,0,0,0,0
slot,0,0,0,0,0,0,0,0,0,0
kemalasan,0,0,1,0,0,1,0,0,0,0
membungkuk,0,0,0,0,0,1,0,0,0,0
rawa,0,0,0,0,0,1,0,0,0,0
lambat,0,0,0,0,0,0,0,0,0,0
perlahan-lahan,0,0,0,0,0,0,0,0,0,0
kelambatan,0,0,0,0,0,1,0,0,0,0
lumpur,0,0,1,0,0,1,0,0,0,0
siput,0,0,1,0,0,1,0,0,0,0
lamban,0,0,0,0,0,1,0,1,0,0
pintu air,0,0,0,0,0,0,0,0,0,0
daerah kumuh,0,0,1,0,0,1,0,0,0,0
tidur,0,0,0,0,0,0,0,0,0,0
kemerosotan,0,0,0,0,0,1,0,1,0,0
cercaan,1,0,1,0,0,1,0,1,0,0
lumpur salju,0,0,1,0,0,1,0,0,1,0
pelacur,1,0,1,0,0,1,0,0,0,0
licik,1,0,1,1,0,1,0,0,0,0
memukul,1,0,0,0,0,1,0,0,0,0
kecil,0,0,0,0,0,1,0,0,0,0
lebih kecil,0,0,0,0,0,0,0,0,0,0
terkecil,0,0,0,0,0,0,0,0,0,0
menghancurkan,1,0,0,1,0,1,0,0,0,0
hancur,0,0,0,0,0,1,0,0,0,0
segelintir,0,0,0,0,0,1,0,0,0,0
mengolesi,0,0,0,0,0,0,0,0,0,0
bau,1,0,1,0,0,1,0,0,0,0
berbau,0,0,1,0,0,1,0,0,0,0
berbau,0,0,0,0,0,0,0,0,0,0
senyum,0,0,0,0,1,0,1,0,1,1
tersenyum,0,0,0,0,1,0,1,0,0,0
seringai,0,0,0,0,0,1,0,0,0,0
memukul,1,0,0,1,0,1,0,1,0,0
pandai besi,0,0,0,0,0,0,0,0,0,1
jatuh cinta,0,0,0,0,0,0,1,0,0,0
perokok,0,0,0,0,0,1,0,0,0,0
merokok,0,0,0,0,0,0,0,0,0,0
merokok,0,0,0,0,0,0,0,0,0,0
berasap,0,0,0,0,0,0,0,0,0,0
membara,0,0,0,0,0,0,0,0,0,0
lancar,0,0,0,0,0,0,0,0,0,0
kelancaran,0,0,0,0,0,0,1,0,0,0
melimpahi,1,0,0,0,0,1,0,0,0,0
noda,0,0,0,0,0,1,0,0,0,0
sombong,0,0,0,0,0,1,0,0,0,0
menyelundupkan,0,0,0,1,0,1,0,0,0,0
penyelundup,1,0,1,1,0,1,0,0,0,0
penyelundupan,0,0,0,0,0,1,0,0,0,0
jelaga,0,0,1,1,0,1,0,0,0,0
camilan,0,0,0,0,0,0,0,0,0,0
makanan ringan,0,0,0,0,0,0,0,0,0,0
merobek,0,0,0,0,0,1,0,0,1,0
halangan,0,0,0,0,0,1,0,0,0,0
siput,0,0,0,0,0,0,0,0,0,0
ular,0,0,1,1,0,1,0,0,0,0
jepret,0,0,0,0,0,0,0,0,0,0
foto,0,0,0,0,0,0,0,0,0,0
jerat,0,0,0,1,0,1,0,0,0,0
menggeram,1,0,1,0,0,1,0,0,0,0
gertakan,1,0,0,0,0,1,0,0,0,0
merebut,0,0,0,0,0,0,0,0,0,0
menyelinap,1,0,0,1,0,1,0,0,1,0
sepatu kets,0,0,0,0,0,0,0,0,0,0
curiga,0,1,0,1,0,1,0,0,0,1
mengejek,1,0,1,0,0,1,0,0,0,0
bersin,0,0,1,0,0,1,0,0,1,0
bersin,0,0,0,0,0,0,0,0,0,0
kekek,0,0,0,0,0,0,1,0,0,0
sinis,0,0,0,0,0,1,0,0,0,0
mengendus,0,0,0,0,0,0,0,0,0,0
menggunting,0,0,0,0,0,0,0,0,0,0
berkik,0,0,0,0,0,0,0,0,0,0
potongan,0,0,0,0,0,0,0,0,0,0
sombong,0,0,0,0,0,1,0,0,0,0
snoopy,0,0,0,0,0,0,0,0,0,0
tidur sebentar,0,0,0,0,0,0,0,0,0,0
mendengkur,0,0,0,0,0,0,0,0,0,0
mendengus,0,0,0,0,0,0,0,1,0,0
moncong,0,0,0,0,0,0,0,0,0,0
salju,0,0,0,0,0,0,0,0,0,0
semakin bertambah,0,0,0,0,0,0,0,0,0,0
kepingan salju,0,0,0,0,0,0,0,0,0,0
salju,0,0,0,0,0,0,0,0,0,0
tembakau,0,0,0,0,0,0,0,0,0,0
basah,0,0,0,0,0,1,0,0,0,0
perendaman,0,0,0,0,0,0,0,0,0,0
sabun mandi,0,0,0,0,0,0,0,0,0,0
bersabun,0,0,0,0,0,0,0,0,0,0
membumbung tinggi,0,0,0,0,0,0,0,0,0,0
menangis,0,0,0,0,0,1,0,1,0,0
ketenangan,0,0,0,0,0,0,1,0,0,1
pergaulan,0,0,0,0,0,0,0,0,0,0
sepak bola,0,0,0,0,0,0,0,0,0,0
ramah,0,0,0,0,0,0,1,0,0,0
sosial,0,0,0,0,0,0,0,0,0,0
sosialisme,0,0,1,1,0,0,0,0,0,0
sosialis,1,0,1,1,0,1,0,1,0,0
masyarakat,0,0,0,0,0,0,0,0,0,0
kaus kaki,0,0,0,0,0,0,0,0,0,0
stopkontak,0,0,0,0,0,0,0,0,0,0
merumput,0,0,0,0,0,0,0,0,0,0
sofa,0,0,0,0,0,0,0,0,0,0
pelunakan,0,0,0,0,0,0,0,0,0,0
kelembutan,0,0,0,0,0,0,0,0,0,0
basah,0,0,0,0,0,0,0,0,0,0
tanah,0,0,1,0,0,1,0,0,0,0
kotor,0,0,1,0,0,1,0,0,0,0
tinggal,0,0,0,0,0,0,0,0,0,0
penghiburan,0,0,0,0,0,0,1,0,0,0
tenaga surya,0,0,0,0,0,0,0,0,0,0
pateri,0,0,0,0,0,0,0,0,0,0
pematerian,0,0,0,0,0,0,0,0,0,0
tentara,1,0,0,0,0,0,1,1,0,0
tunggal,0,0,0,0,0,0,0,0,0,0
mengumpulkan,0,0,0,0,0,0,0,0,0,0
permohonan,0,0,0,0,0,0,0,0,0,0
pengacara,0,0,0,0,0,0,0,0,0,0
padat,0,0,0,0,0,0,1,0,0,0
solidaritas,0,0,0,0,0,0,0,0,0,1
pemadatan,0,0,0,0,0,0,0,0,0,0
dipadatkan,0,0,0,0,0,0,0,0,0,0
mengeras,0,0,0,0,0,0,0,0,0,0
kepadatan,0,0,0,0,0,0,1,0,0,1
solitaire,0,0,0,0,0,0,0,0,0,0
tersendiri,0,0,0,0,0,0,0,0,0,0
kesendirian,0,0,0,0,0,0,0,0,0,0
solo,0,0,0,0,0,0,0,0,0,0
kelarutan,0,0,0,0,0,0,0,0,0,0
larut,0,0,0,0,0,0,0,0,0,0
larutan,0,0,0,0,0,0,1,0,0,0
menyelesaikan,0,0,0,0,0,0,0,0,0,0
solvabilitas,0,0,0,0,0,0,1,0,0,0
pelarut,0,0,0,0,0,0,0,0,0,0
somatik,0,0,0,0,0,1,0,0,1,0
muram,0,0,0,0,0,1,0,1,0,0
putra,0,0,0,0,0,0,0,0,0,0
sonar,0,1,0,0,0,0,1,0,0,0
sonata,0,0,0,0,0,0,1,0,0,0
lagu,0,0,0,0,0,0,0,0,0,0
sonet,0,0,0,0,1,0,1,1,0,0
nyaring,0,0,0,0,1,0,1,0,0,0
jelaga,0,0,1,0,0,1,0,0,0,0
menenangkan,0,0,0,0,0,0,1,0,0,0
menenangkan,0,0,0,0,1,0,1,0,0,1
mahasiswa tahun kedua,0,0,0,0,0,0,0,0,0,0
sopran,0,0,0,0,0,0,0,0,0,0
tukang sihir,0,0,0,0,0,0,0,0,0,0
sihir,0,1,0,1,0,1,0,0,1,0
mesum,1,0,1,1,0,1,0,1,0,0
sakit,1,0,0,0,0,1,0,1,0,0
sangat,0,0,0,0,0,1,0,1,0,0
rasa sakit,0,0,1,0,0,1,0,1,0,0
sorgum,0,0,0,0,0,0,0,0,0,0
mahasiswi,0,0,0,0,0,0,0,0,0,0
duka,0,0,0,1,0,1,0,1,0,0
sedih,0,0,0,0,0,1,0,1,0,0
menyortir,0,0,0,0,0,0,0,0,0,0
tukang sortir,0,0,0,0,0,0,1,0,0,0
serangan mendadak,0,0,0,1,0,1,0,0,0,0
penyortiran,0,0,0,0,0,0,0,0,0,0
sou,0,0,0,0,0,0,0,0,0,0
tak berjiwa,0,0,1,1,0,1,0,1,0,0
belahan jiwa,0,0,0,1,0,1,0,0,0,0
suara,0,0,0,0,0,0,0,0,0,0
bunyi,0,0,0,0,0,0,0,0,0,0
kesehatan,0,1,0,0,1,0,1,0,0,1
Sup,0,0,0,0,0,0,1,0,0,0
kecut,0,0,1,0,0,1,0,0,0,0
sumber,0,0,0,0,0,0,0,0,0,0
suvenir,0,0,0,0,0,0,0,0,0,0
berdaulat,0,0,0,0,0,0,0,0,0,1
kedaulatan,0,0,0,0,0,0,0,0,0,0
menabur,0,0,0,0,0,0,0,0,0,0
spa,0,1,0,0,1,0,1,0,1,1
ruang angkasa,0,0,0,0,0,0,0,0,0,0
luas,0,0,0,0,0,0,1,0,0,0
sekop,0,0,0,0,0,0,0,0,0,0
menjangkau,0,0,0,0,0,0,0,0,0,0
spaniel,0,0,0,0,1,0,1,0,0,1
tamparan,1,0,0,1,0,1,0,1,0,0
tamparan,1,0,0,0,0,0,0,0,0,0
berdebat,0,0,0,0,0,0,0,0,0,0
meluangkan,0,0,0,0,0,0,0,0,0,0
hemat,0,0,0,0,0,0,0,0,0,0
percikan,0,0,0,0,0,0,0,0,0,0
berkilau,0,1,0,0,1,0,1,0,1,0
perdebatan,0,0,0,0,0,0,0,0,0,0
jarang,0,0,0,0,0,0,0,0,0,0
kekejangan,0,0,0,1,0,1,0,0,0,0
bertengkar,1,0,0,0,0,1,0,0,0,0
sudip,0,0,0,0,0,0,0,0,0,0
muncul,0,0,0,0,0,0,0,0,0,0
pembicara,0,0,0,0,0,0,0,0,0,0
berbicara,0,0,0,0,0,0,0,0,0,0
tombak,1,1,0,1,0,1,0,0,0,0
spesial,0,0,0,0,1,0,1,0,0,0
spesialis,0,0,0,0,0,0,0,0,0,1
spesialisasi,0,0,0,0,0,0,0,0,0,0
mengkhususkan,0,0,0,0,0,0,0,0,0,1
khususnya,0,0,0,0,0,0,0,0,0,0
spesies,0,0,0,0,0,0,1,0,0,0
jenis,0,0,0,0,0,0,0,0,0,0
spesifik,0,0,0,0,0,0,0,0,0,0
spesifikasi,0,0,0,0,0,0,0,0,0,0
contoh,0,0,0,0,0,0,0,0,0,0
bintik,0,0,1,0,0,1,0,0,0,0
rintik,0,0,0,0,0,0,0,0,0,0
spesifikasi,0,0,0,0,0,0,0,0,0,0
tontonan,0,0,0,0,0,1,1,0,0,0
kacamata,0,0,0,0,0,0,0,0,0,0
spektakuler,0,1,0,0,0,0,0,0,1,0
penonton,0,0,0,0,0,0,0,0,0,0
momok,0,0,0,1,0,1,0,1,0,0
spektral,0,0,0,0,0,1,0,0,0,0
spektrometer,0,0,0,0,0,0,0,0,0,0
spektrofotometer,0,0,0,0,0,0,0,0,0,0
spektroskopi,0,0,0,0,0,0,0,0,0,0
spektrum,0,0,0,0,0,0,0,0,0,0
berspekulasi,0,0,0,0,0,0,0,0,0,0
spekulasi,0,0,0,1,0,1,0,1,0,0
spekulatif,0,1,0,0,0,0,0,0,0,0
spekulum,0,0,0,0,0,0,0,0,0,0
pidato,0,0,0,0,0,0,1,0,0,0
tak bisa bicara,0,0,0,0,0,0,0,0,0,0
kecepatan,0,0,0,0,0,0,0,0,0,0
dengan cepat,0,0,0,0,0,0,0,0,0,0
speedometer,0,0,0,0,0,0,0,0,0,0
gelanggang balapan mobil,0,0,0,0,0,0,0,0,0,0
cepat,0,0,0,0,0,0,1,0,0,0
terpesona,0,0,0,0,0,0,0,0,0,0
ejaan,0,0,0,0,0,0,1,0,0,0
spencer,0,0,0,0,0,0,0,0,0,0
membelanjakan,0,0,0,0,0,0,0,0,0,0
dihabiskan,0,0,0,0,0,1,0,0,0,0
sperma,0,0,0,0,0,0,0,0,0,0
memuntahkan,0,0,1,0,0,0,0,0,0,0
bola,0,0,0,0,0,0,0,0,0,0
bulat,0,0,0,0,0,0,0,0,0,0
sphinx,0,0,0,0,0,0,0,0,0,0
membumbui,0,0,0,0,0,0,1,0,0,0
pedas,0,0,0,0,0,0,0,0,0,0
laba-laba,0,0,1,1,0,0,0,0,0,0
keran,0,0,0,0,0,0,0,0,0,0
paku,0,0,0,1,0,0,0,0,0,0
berduri,0,0,0,0,0,0,0,0,0,0
runcing,0,0,0,0,0,0,0,0,0,0
tumpahan,0,0,0,0,0,0,0,0,0,0
putaran,0,0,0,0,0,0,0,0,0,0
tulang belakang,0,0,0,0,0,0,0,0,0,0
poros,0,0,0,0,0,0,0,0,0,0
tulang belakang,1,0,0,0,0,1,1,0,0,0
pemintalan,0,0,0,0,0,0,0,0,0,0
perawan tua,0,0,0,1,0,1,0,1,0,0
berduri,0,0,0,0,0,0,0,0,0,0
spiral,0,0,0,0,0,0,0,0,0,0
puncak menara,0,0,0,0,0,0,0,0,0,0
Roh,0,0,0,0,0,0,1,0,0,0
roh,0,1,0,0,1,0,1,0,1,0
rohani,0,0,0,0,0,0,0,0,0,0
kerohanian,0,0,0,0,0,0,0,0,0,0
meludah,0,0,1,0,0,0,0,0,0,0
meskipun,1,0,0,0,0,1,0,0,0,0
pendendam,1,0,0,0,0,1,0,0,0,0
guyuran,0,0,0,0,0,0,0,0,1,0
limpa,0,0,0,0,0,0,0,0,0,0
megah,0,0,0,0,1,0,1,0,1,0
kemegahan,0,1,0,0,1,0,1,0,1,0
sambatan,0,0,0,0,0,0,0,0,0,0
spline,0,0,0,0,0,0,0,0,0,0
belat,0,0,0,0,0,0,0,0,0,0
terpecah,0,0,0,0,0,1,0,0,0,0
membelah,0,0,0,0,0,1,0,0,0,0
pemisahan,0,0,0,0,0,1,0,1,0,0
berbelanja mewah,0,0,0,0,0,0,0,0,0,0
memanjakan,0,0,1,0,0,1,0,0,0,0
bocoran,0,0,0,0,0,1,0,1,0,0
memanjakan,0,0,0,0,0,0,0,0,0,0
berbicara,0,0,0,0,0,1,0,0,0,0
lisan,0,0,0,0,0,0,0,0,0,0
juru bicara,0,0,0,0,0,0,0,0,0,1
spons,0,0,0,0,0,1,0,0,0,0
kenyal,0,0,0,0,0,0,0,0,0,0
sponsor,0,0,0,0,0,0,1,0,0,1
sponsorship,0,0,0,0,0,0,0,0,0,0
menipu,0,0,0,0,0,0,0,0,0,0
menakuti,0,0,0,1,0,1,0,0,0,0
sendok,0,0,0,0,0,0,0,0,0,0
sesendok penuh,0,0,0,0,0,0,0,0,0,0
sporadis,0,0,0,0,0,0,0,0,0,0
spora,0,0,0,0,0,0,0,0,0,0
olahraga,0,0,0,0,0,0,0,0,0,0
olahraga,0,0,0,0,0,0,0,0,0,0
olahraga,0,0,0,0,0,0,0,0,0,0
olahragawan,0,0,0,0,0,0,0,0,0,0
titik,0,0,0,0,0,0,0,0,0,0
bersih,0,0,0,0,0,0,1,0,0,1
tutul,0,0,0,0,0,0,0,0,0,0
jerawatan,0,0,0,0,0,0,0,0,0,0
pasangan,0,0,0,0,0,0,0,0,0,0
pasangan,0,0,0,0,1,0,1,0,0,1
menyemburkan,0,0,0,0,0,0,0,0,0,0
keseleo,0,0,0,0,0,1,0,1,0,0
terkapar,0,0,0,0,0,0,0,0,0,0
semprot,0,0,0,0,0,0,0,0,0,0
sebaran,0,0,0,0,0,0,0,0,0,0
kesenangan,0,0,0,0,0,1,0,0,0,0
percikan,0,0,0,0,0,0,0,0,0,0
sprite,0,0,0,1,0,1,0,0,0,0
tumbuh,0,0,0,0,0,0,0,0,0,0
merapikan,0,0,0,0,0,0,1,0,0,0
memacu,0,0,0,1,0,0,0,0,0,0
palsu,0,0,1,0,0,1,0,0,0,0
didorong,0,0,0,0,0,0,0,0,0,0
menyembur,0,0,0,0,0,0,0,0,0,0
mengintai,0,0,0,0,0,0,0,0,0,0
pasukan,0,0,0,0,0,0,0,0,0,0
pasukan,0,0,0,0,0,0,0,0,0,0
badai,0,0,0,1,0,1,0,1,0,0
skuamosa,0,0,0,0,0,0,0,0,0,0
kotak,0,0,0,0,0,0,0,0,0,0
berjongkok,0,0,0,0,0,0,0,0,0,0
penghuni liar,0,0,0,0,0,1,0,0,0,0
mencicit,0,0,0,0,0,0,0,0,0,0
menjerit,0,0,0,0,0,0,0,0,0,0
mudah tersinggung,0,0,1,1,0,1,0,0,0,0
meremas,0,0,0,0,0,0,0,0,0,0
tindihan,0,0,0,0,0,0,0,0,0,0
memadamkan,1,0,1,0,0,1,0,0,0,0
juling,0,0,0,0,0,0,0,0,0,0
mengantarkan,0,0,0,0,0,0,0,0,0,0
menggeliat,0,0,1,0,0,1,0,0,0,0
tupai,0,0,0,0,0,0,0,0,0,0
muncrat,0,0,0,0,0,0,0,0,0,0
menusuk,1,0,0,1,0,1,0,1,1,0
stabilitas,0,0,0,0,0,0,0,0,0,0
stabil,0,0,0,0,0,0,1,0,0,1
staccato,0,0,0,0,0,0,1,0,0,0
tumpukan,0,0,0,0,0,0,0,0,0,0
staf,0,0,0,0,0,0,0,0,0,0
rusa jantan,0,0,0,0,0,0,0,0,0,0
panggung,0,0,0,0,0,0,0,0,0,0
sempoyongan,0,0,0,0,0,0,0,0,1,0
mengejutkan,0,0,0,0,0,1,0,0,0,0
tergenang,0,0,0,0,0,1,0,1,0,0
stagnasi,0,0,0,0,0,0,0,0,0,0
tenang dan serius,0,0,0,0,0,0,0,0,0,0
noda,0,0,1,0,0,1,0,0,0,0
tahan karat,0,0,0,0,0,0,1,0,0,0
anak tangga,0,0,0,0,0,0,0,0,0,0
tangga,0,0,0,0,0,0,0,0,0,0
tangga,0,0,0,0,0,0,0,0,0,0
mempertaruhkan,0,0,0,0,0,0,0,0,0,0
basi,0,0,0,0,0,1,0,0,0,0
jalan buntu,1,0,1,0,0,0,0,0,0,0
tangkai,0,0,0,1,0,1,0,0,0,0
kios,0,0,1,0,0,0,0,0,0,0
kuda jantan,0,0,0,0,0,0,1,0,0,0
warung,0,0,0,0,0,0,0,0,0,0
pendukung,0,0,0,0,0,0,1,0,0,0
daya tahan,0,0,0,0,0,0,1,0,0,1
stempel,0,0,0,0,0,0,0,0,0,0
berdiri,0,0,0,0,0,0,0,0,0,0
standar,0,0,0,0,0,0,0,0,0,0
membakukan,0,0,0,0,0,0,0,0,0,0
kedudukan,0,0,0,0,0,0,1,0,0,0
kebuntuan,1,0,0,1,0,1,0,0,0,0
sudut,0,0,0,0,0,0,0,0,0,0
terhenti,1,0,0,0,0,1,0,0,0,0
bait,0,0,0,0,0,0,0,0,0,0
pokok,0,0,0,0,0,0,0,0,0,0
bintang,0,1,0,0,1,0,1,0,0,1
sisi kanan,0,0,0,0,0,0,0,0,0,0
pati,0,0,0,0,0,0,0,0,0,0
menatap,0,0,0,0,0,0,0,0,0,0
menatap,0,0,0,0,0,1,0,0,0,0
telanjang,0,0,0,0,0,1,0,0,0,1
cahaya bintang,0,0,0,0,0,0,1,0,0,0
penuh bintang,0,1,0,0,1,0,1,0,0,0
bintang,0,0,0,0,0,0,0,0,0,0
Mulailah,0,1,0,0,0,0,0,0,0,0
kejut,0,0,0,1,0,1,0,0,1,0
menakjubkan,0,0,0,0,0,0,0,0,1,0
kelaparan,0,0,0,1,0,1,0,1,0,0
kelaparan,0,0,0,0,0,1,0,0,0,0
kelaparan,0,0,0,0,0,1,0,0,0,0
negara,0,0,0,0,0,0,0,0,0,0
megah,0,0,0,0,0,0,1,0,0,0
penyataan,0,0,0,0,0,0,1,0,0,1
kabin,0,0,0,0,0,0,0,0,0,0
negarawan,0,0,0,0,0,0,0,0,0,0
statis,0,0,0,0,0,0,0,0,0,0
statika,0,0,0,0,0,0,0,0,0,0
stasiun,0,0,0,0,0,0,0,0,0,0
Perlengkapan tulis,0,0,0,0,0,1,0,0,0,0
